batch_size: 200, epochs: 100, hidden: 50, rho: 9.000000e-01, decay: 9.500000e-01eta, lambda, accuracy, cost3.535567e-03, 8.915831e-06, 2.545556e+01, 2.006327e+00
1.026406e-03, 4.145978e-08, 1.611111e+01, 2.295171e+00
2.428960e-02, 2.965957e-05, 50, 1.431729e+00
5.013029e-03, 7.227475e-07, 3.032222e+01, 1.920944e+00
1.083305e-02, 7.213418e-07, 3.987778e+01, 1.694837e+00
7.790452e-03, 1.212553e-06, 3.588889e+01, 1.792362e+00
1.391461e-02, 2.903983e-05, 4.283333e+01, 1.613606e+00
1.569553e-02, 3.000922e-09, 4.342222e+01, 1.592617e+00
8.654056e-02, 2.787799e-09, 1.885556e+01, 7.267543e+00
8.899971e-02, 4.814657e-09, 1.206667e+01, 7.036003e+00
2.638757e-03, 1.268752e-10, 2.365556e+01, 2.086896e+00
1.577112e-02, 1.031676e-05, 4.435556e+01, 1.583630e+00
2.366633e-02, 2.567169e-08, 4.930000e+01, 1.442045e+00
6.902756e-02, 6.763303e-05, 1.470000e+01, 7.956314e+00
4.926325e-03, 1.358814e-06, 2.950000e+01, 1.933821e+00
3.199399e-03, 2.417278e-08, 2.465556e+01, 2.034177e+00
1.115111e-02, 2.611945e-10, 3.928889e+01, 1.704239e+00
3.918103e-03, 3.295833e-08, 2.728889e+01, 1.976851e+00
6.934323e-03, 4.830763e-06, 3.383333e+01, 1.831708e+00
1.106759e-02, 8.002406e-08, 3.958889e+01, 1.697386e+00
4.119132e-03, 1.431335e-06, 2.694444e+01, 1.971860e+00
8.257295e-02, 1.306372e-07, 1.445556e+01, 1.310750e+01
3.360322e-03, 5.057662e-10, 2.458889e+01, 2.028848e+00
1.140632e-02, 4.616625e-06, 3.961111e+01, 1.695773e+00
7.970930e-03, 1.907886e-08, 3.520000e+01, 1.799977e+00
1.225980e-03, 3.911867e-09, 1.752222e+01, 2.282629e+00
8.402128e-03, 1.426278e-10, 3.661111e+01, 1.774307e+00
1.200370e-02, 7.036918e-08, 4.021111e+01, 1.677700e+00
1.290777e-03, 2.524369e-05, 1.625556e+01, 2.272976e+00
8.726633e-03, 9.956703e-10, 3.726667e+01, 1.757995e+00
2.614670e-02, 1.436682e-09, 5.061111e+01, 1.414636e+00
1.081825e-02, 2.100347e-06, 3.915556e+01, 1.706675e+00
5.289136e-03, 1.168610e-08, 2.997778e+01, 1.917615e+00
3.456034e-02, 4.707058e-10, 5.482222e+01, 1.297850e+00
4.188152e-02, 9.482278e-05, 4.832222e+01, 1.466355e+00
4.707245e-03, 4.157643e-07, 2.946667e+01, 1.933921e+00
3.937719e-02, 2.368380e-09, 5.748889e+01, 1.224113e+00
2.206668e-02, 4.223362e-09, 4.777778e+01, 1.487022e+00
6.948430e-02, 1.128168e-10, 1.662222e+01, 1.788104e+01
2.214607e-02, 6.272131e-09, 4.812222e+01, 1.492320e+00
7.307176e-02, 5.237866e-08, 1.236667e+01, 1.755660e+01
2.335535e-02, 2.847111e-06, 4.861111e+01, 1.463638e+00
5.153312e-03, 1.478990e-09, 3.023333e+01, 1.916267e+00
1.471411e-03, 2.141073e-08, 1.720000e+01, 2.246454e+00
7.357890e-02, 1.958159e-05, 1.262222e+01, 8.050900e+00
1.026863e-02, 3.696186e-07, 3.780000e+01, 1.732147e+00
6.972812e-02, 3.102974e-08, 1.582222e+01, 1.267942e+01
1.381823e-02, 1.083842e-06, 4.247778e+01, 1.624007e+00
6.883530e-03, 8.550256e-10, 3.394444e+01, 1.833253e+00
1.038508e-02, 1.995617e-05, 3.845556e+01, 1.713817e+00
9.172028e-02, 9.794361e-07, 1.506667e+01, 2.239225e+01
3.494236e-02, 1.377649e-08, 5.502222e+01, 1.299066e+00
1.728744e-02, 7.400506e-06, 4.422222e+01, 1.570359e+00
5.155422e-02, 2.769801e-09, 1.378889e+01, 7.526361e+00
4.217983e-02, 3.511035e-09, 5.800000e+01, 1.216877e+00
1.954436e-03, 5.337103e-10, 1.941111e+01, 2.173986e+00
1.024778e-03, 1.475503e-10, 1.607778e+01, 2.295069e+00
1.934310e-02, 1.243553e-08, 4.656667e+01, 1.519011e+00
1.323807e-02, 3.223947e-10, 4.192222e+01, 1.638868e+00
1.906782e-02, 8.939107e-08, 4.616667e+01, 1.528639e+00
7.499111e-02, 1.315513e-05, 1.320000e+01, 1.486239e+01
3.917946e-02, 3.335997e-08, 5.773333e+01, 1.214748e+00
3.343926e-02, 3.401013e-10, 5.437778e+01, 1.303500e+00
1.387921e-02, 7.219979e-06, 4.183333e+01, 1.626624e+00
4.378014e-02, 1.045723e-06, 1.701111e+01, 9.163997e+00
2.137569e-02, 2.873472e-10, 4.743333e+01, 1.500720e+00
5.516379e-02, 3.754275e-05, 1.447778e+01, 1.965067e+01
1.253588e-03, 8.272746e-09, 1.764444e+01, 2.280575e+00
5.976667e-03, 2.183418e-09, 3.172222e+01, 1.877975e+00
3.609102e-02, 3.877992e-08, 5.554444e+01, 1.274779e+00
2.858319e-03, 3.854624e-08, 2.398889e+01, 2.067876e+00
1.076380e-03, 7.222288e-07, 1.704444e+01, 2.294084e+00
1.527169e-02, 4.281300e-07, 4.344444e+01, 1.603196e+00
6.974169e-03, 1.993088e-08, 3.414444e+01, 1.832469e+00
5.543908e-02, 6.285964e-05, 1.547778e+01, 7.698165e+00
3.158471e-03, 1.188054e-07, 2.404444e+01, 2.052158e+00
4.103874e-03, 3.014446e-10, 2.712222e+01, 1.979037e+00
4.837672e-03, 2.143180e-09, 2.940000e+01, 1.930544e+00
9.771996e-03, 6.462880e-07, 3.753333e+01, 1.747764e+00
3.578702e-02, 5.981137e-06, 5.554444e+01, 1.285480e+00
8.561988e-02, 1.712609e-10, 1.724444e+01, 1.411966e+01
3.561258e-03, 3.812249e-10, 2.532222e+01, 2.023671e+00
3.404401e-02, 1.938208e-09, 5.467778e+01, 1.305668e+00
6.153547e-02, 4.077006e-05, 1.394444e+01, 9.169135e+00
1.526778e-03, 1.606860e-10, 1.631111e+01, 2.252579e+00
2.141142e-03, 2.599705e-07, 2.015556e+01, 2.161155e+00
4.981114e-02, 1.445312e-08, 1.390000e+01, 7.964151e+00
9.464464e-02, 2.149471e-08, 5.477778e+00, 2.280376e+01
6.468741e-02, 1.530175e-10, 1.237778e+01, 8.556725e+00
2.807393e-03, 2.043535e-09, 2.397778e+01, 2.068014e+00
7.917558e-03, 5.019715e-05, 3.550000e+01, 1.797660e+00
2.047273e-02, 3.761318e-07, 4.726667e+01, 1.505196e+00
6.434497e-03, 5.118993e-06, 3.202222e+01, 1.863560e+00
2.442037e-03, 1.362960e-07, 2.175556e+01, 2.126907e+00
2.045270e-03, 9.063171e-06, 1.963333e+01, 2.152252e+00
2.188581e-02, 1.707786e-10, 4.736667e+01, 1.486802e+00
1.001452e-03, 3.454695e-10, 1.614444e+01, 2.295049e+00
3.156750e-02, 1.839319e-08, 5.338889e+01, 1.329020e+00
2.328159e-03, 3.168959e-09, 2.078889e+01, 2.135196e+00
3.862430e-03, 5.530716e-09, 2.614444e+01, 1.986575e+00
